ticker,report_period,previous_report_date,report_date,source
BERG-B.ST,2022-Q2,2022-07-13,2022-07-13,Bergman & Beving official reports archive corrected fiscal-quarter alignment
BERG-B.ST,2022-Q3,2022-10-20,2022-10-20,Bergman & Beving official reports archive corrected fiscal-quarter alignment
BERG-B.ST,2022-Q4,2023-02-03,2023-02-03,Bergman & Beving official April-December 2022 interim report
BERG-B.ST,2023-Q1,2023-05-12,2023-05-12,Bergman & Beving official 2022/23 year-end report
BERG-B.ST,2023-Q2,2023-07-14,2023-07-14,Bergman & Beving official April-June 2023 interim report
EMBRAC-B.ST,2018-Q3,2018-11-14,2018-11-14,Embracer official reports archive corrected fiscal-quarter alignment
EMBRAC-B.ST,2018-Q4,2019-02-13,2019-02-13,Embracer official reports archive corrected fiscal-quarter alignment
EMBRAC-B.ST,2019-Q1,2019-05-22,2019-05-22,Embracer official reports archive corrected fiscal-quarter alignment
EMBRAC-B.ST,2019-Q2,2019-08-14,2019-08-14,Embracer official reports archive corrected fiscal-quarter alignment
EMBRAC-B.ST,2019-Q3,2019-11-14,2019-11-14,Embracer official reports archive corrected fiscal-quarter alignment
EMBRAC-B.ST,2019-Q4,2020-02-19,2020-02-19,Embracer official reports archive corrected fiscal-quarter alignment
EMBRAC-B.ST,2020-Q1,2020-05-20,2020-05-20,Embracer official reports archive corrected fiscal-quarter alignment
EMBRAC-B.ST,2020-Q2,2020-08-13,2020-08-13,Embracer official reports archive corrected fiscal-quarter alignment
EMBRAC-B.ST,2020-Q3,2020-11-18,2020-11-18,Embracer official reports archive corrected fiscal-quarter alignment
EMBRAC-B.ST,2020-Q4,2021-02-18,2021-02-18,Embracer official reports archive corrected fiscal-quarter alignment
EMBRAC-B.ST,2021-Q1,2021-05-20,2021-05-20,Embracer official reports archive corrected fiscal-quarter alignment
EMBRAC-B.ST,2021-Q2,2021-08-18,2021-08-18,Embracer official reports archive corrected fiscal-quarter alignment
EMBRAC-B.ST,2021-Q3,2021-11-17,2021-11-17,Embracer official reports archive corrected fiscal-quarter alignment
EMBRAC-B.ST,2021-Q4,2022-02-17,2022-02-17,Embracer official reports archive corrected fiscal-quarter alignment
EMBRAC-B.ST,2022-Q1,2022-05-19,2022-05-19,Embracer official reports archive corrected fiscal-quarter alignment
EMBRAC-B.ST,2022-Q2,2022-08-18,2022-08-18,Embracer official reports archive corrected fiscal-quarter alignment
EMBRAC-B.ST,2022-Q3,2022-11-17,2022-11-17,Embracer official reports archive corrected fiscal-quarter alignment
EMBRAC-B.ST,2022-Q4,2023-02-16,2023-02-16,Embracer official October-December 2022 interim report
EMBRAC-B.ST,2023-Q1,2023-05-24,2023-05-24,Embracer official 2022/23 year-end report
EMBRAC-B.ST,2023-Q2,2023-08-17,2023-08-17,Embracer official April-June 2023 interim report
LAGR-B.ST,2018-Q3,2018-10-23,2018-10-23,Lagercrantz official reports archive corrected fiscal-quarter alignment
LAGR-B.ST,2018-Q4,2019-01-29,2019-01-29,Lagercrantz official reports archive corrected fiscal-quarter alignment
LAGR-B.ST,2019-Q1,2019-05-09,2019-05-09,Lagercrantz official reports archive corrected fiscal-quarter alignment
LAGR-B.ST,2019-Q2,2019-07-18,2019-07-18,Lagercrantz official reports archive corrected fiscal-quarter alignment
LAGR-B.ST,2019-Q3,2019-10-23,2019-10-23,Lagercrantz official reports archive corrected fiscal-quarter alignment
LAGR-B.ST,2019-Q4,2020-01-29,2020-01-29,Lagercrantz official reports archive corrected fiscal-quarter alignment
LAGR-B.ST,2020-Q1,2020-05-13,2020-05-13,Lagercrantz official reports archive corrected fiscal-quarter alignment
LAGR-B.ST,2020-Q2,2020-07-17,2020-07-17,Lagercrantz official reports archive corrected fiscal-quarter alignment
LAGR-B.ST,2020-Q3,2020-10-23,2020-10-23,Lagercrantz official reports archive corrected fiscal-quarter alignment
LAGR-B.ST,2020-Q4,2021-01-28,2021-01-28,Lagercrantz official reports archive corrected fiscal-quarter alignment
LAGR-B.ST,2021-Q1,2021-05-11,2021-05-11,Lagercrantz official reports archive corrected fiscal-quarter alignment
LAGR-B.ST,2021-Q2,2021-07-16,2021-07-16,Lagercrantz official reports archive corrected fiscal-quarter alignment
LAGR-B.ST,2021-Q3,2021-10-22,2021-10-22,Lagercrantz official reports archive corrected fiscal-quarter alignment
LAGR-B.ST,2021-Q4,2022-02-04,2022-02-04,Lagercrantz official reports archive corrected fiscal-quarter alignment
LAGR-B.ST,2022-Q1,2022-05-17,2022-05-17,Lagercrantz official reports archive corrected fiscal-quarter alignment
LAGR-B.ST,2022-Q2,2022-07-19,2022-07-19,Lagercrantz official reports archive corrected fiscal-quarter alignment
LAGR-B.ST,2022-Q3,2022-10-25,2022-10-25,Lagercrantz official reports archive corrected fiscal-quarter alignment
LAGR-B.ST,2022-Q4,2023-02-01,2023-02-01,Lagercrantz official April-December 2022 interim report
LAGR-B.ST,2023-Q1,2023-05-16,2023-05-16,Lagercrantz official 2022/23 year-end report
LAGR-B.ST,2023-Q2,2023-07-19,2023-07-19,Lagercrantz official April-June 2023 interim report
EKTA-B.ST,2018-Q4,2018-11-29,2018-11-29,Elekta official reports archive corrected fiscal-quarter alignment
EKTA-B.ST,2019-Q1,2019-02-22,2019-02-22,Elekta official reports archive corrected fiscal-quarter alignment
EKTA-B.ST,2019-Q2,2019-05-29,2019-05-29,Elekta official reports archive corrected fiscal-quarter alignment
EKTA-B.ST,2019-Q3,2019-08-22,2019-08-22,Elekta official reports archive corrected fiscal-quarter alignment
EKTA-B.ST,2019-Q4,2019-11-28,2019-11-28,Elekta official reports archive corrected fiscal-quarter alignment
EKTA-B.ST,2020-Q1,2020-02-20,2020-02-20,Elekta official reports archive corrected fiscal-quarter alignment
EKTA-B.ST,2020-Q2,2020-05-29,2020-05-29,Elekta official reports archive corrected fiscal-quarter alignment
EKTA-B.ST,2020-Q3,2020-08-26,2020-08-26,Elekta official reports archive corrected fiscal-quarter alignment
EKTA-B.ST,2020-Q4,2020-11-26,2020-11-26,Elekta official reports archive corrected fiscal-quarter alignment
EKTA-B.ST,2021-Q1,2021-02-25,2021-02-25,Elekta official reports archive corrected fiscal-quarter alignment
EKTA-B.ST,2021-Q2,2021-05-28,2021-05-28,Elekta official reports archive corrected fiscal-quarter alignment
EKTA-B.ST,2021-Q3,2021-08-25,2021-08-25,Elekta official reports archive corrected fiscal-quarter alignment
EKTA-B.ST,2021-Q4,2021-11-25,2021-11-25,Elekta official reports archive corrected fiscal-quarter alignment
EKTA-B.ST,2022-Q1,2022-02-24,2022-02-24,Elekta official reports archive corrected fiscal-quarter alignment
EKTA-B.ST,2022-Q2,2022-05-25,2022-05-25,Elekta official reports archive corrected fiscal-quarter alignment
EKTA-B.ST,2022-Q3,2022-08-25,2022-08-25,Elekta official reports archive corrected fiscal-quarter alignment
EKTA-B.ST,2022-Q4,2022-11-24,2022-11-24,Elekta official reports archive corrected fiscal-quarter alignment
EKTA-B.ST,2023-Q1,2023-02-24,2023-02-24,Elekta official reports archive corrected fiscal-quarter alignment
EKTA-B.ST,2023-Q2,2023-05-25,2023-05-25,Elekta official reports archive corrected fiscal-quarter alignment
EKTA-B.ST,2023-Q3,2023-08-24,2023-08-24,Elekta official May-July 2023 interim report
SYSR.ST,2022-Q3,2022-08-25,2022-08-25,Systemair official reports archive corrected fiscal-quarter alignment
SYSR.ST,2022-Q4,2022-12-08,2022-12-08,Systemair official reports archive corrected fiscal-quarter alignment
SYSR.ST,2023-Q1,2023-03-09,2023-03-09,Systemair official reports archive corrected fiscal-quarter alignment
SYSR.ST,2023-Q2,2023-06-08,2023-06-08,Systemair official 2022/23 year-end report
SYSR.ST,2023-Q3,2023-08-31,2023-08-31,Systemair official Q1 2023/24 interim report
MTG-B.ST,2022-Q4,2023-02-09,2023-02-09,MTG official Q4 and 2022 year-end report
SECARE.ST,2021-Q4,2022-02-17,2022-02-17,Sedana Medical official Q4 and 2021 year-end report
